"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 05 11:06:46 CST 2026","Mon Jan 05 11:07:46 CST 2026","59775","tests.steps","test_03_adjust_display_brightness","","","","test_user_set_display_brightness[MICHI-Medium-dimmer=1$]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_set_display_brightness"
"failed","Thu Dec 25 15:07:17 CST 2025","Thu Dec 25 15:09:48 CST 2025","150832","tests.steps","test_00_signal_sense","","","","test_unit_exits_standby_if_audio_signal_is_detected[MICHI-aptX HD-BLUETOOTH-cd!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_audio_signal_is_detected"
"passed","Fri Dec 26 15:14:36 CST 2025","Fri Dec 26 15:14:42 CST 2025","6121","","","","","","test_user_perform_internet_update_successfully[P5]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Mon Jan 05 14:40:02 CST 2026","Mon Jan 05 14:40:57 CST 2026","55115","","","","","","test_user_check_for_update_when_software_is_up_to_date[MICHI]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_software_is_up_to_date"
"passed","Mon Dec 22 11:26:24 CST 2025","Mon Dec 22 11:27:43 CST 2025","78516","tests.steps","test_02_pcusb_decode","","","","test_user_configure_the_decoding_mode[P5-DSD/PCM 24B-DoP-1 Bit]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/02_pcusb_decode.feature: user_configure_the_decoding_mode"
"passed","Mon Jan 26 10:13:56 CST 2026","Mon Jan 26 10:14:19 CST 2026","23287","tests.steps","test_00_play_via_bluetooth_input","","","","test_user_control_playback[aptX HD-serial, play-aptX HD]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_control_playback"
"passed","Thu Dec 25 10:46:48 CST 2025","Thu Dec 25 10:48:17 CST 2025","88415","tests.steps","test_01_fix_volume","","","","test_user_set_fixed_volume_from_the_source_menu[MICHI-30-BLUETOOTH]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_fix_volume.feature: user_set_fixed_volume_from_the_source_menu"
"passed","Sat Jan 24 16:46:35 CST 2026","Sat Jan 24 16:47:19 CST 2026","44305","","","","","","test_auto_power_off_successfully[MICHI-20 Mins-1260]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_auto_power_off.feature: Auto power off successfully"
"passed","Wed Dec 24 16:44:34 CST 2025","Wed Dec 24 16:50:20 CST 2025","345640","tests.steps","test_01_name_input","","","","test_user_names_input_from_the_source_menu[MICHI-COMPACT DISC-CD PLAYER]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_name_input.feature: user_names_input_from_the_source_menu"
"passed","Mon Dec 22 15:56:29 CST 2025","Mon Dec 22 15:56:34 CST 2025","4987","","","","","","test_user_start_playback[VIVO-aptX HD]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_start_playback"
